coseq_kmeans	hclust	PrimaryStage	StageBias	Label
FBgn0261698	2	4	E7	E7	early_constraint
FBgn0261710	3	2	E3	broad	inverse_hourglass
FBgn0261722	2	4	E1	E1	early_constraint
FBgn0261788	3	2	E5	E5	inverse_hourglass
FBgn0261792	6	3	E2	E2	uniform_low
FBgn0261793	5	2	E4	broad	uniform_high
FBgn0261794	3	2	E6	E6	inverse_hourglass
FBgn0261802	4	2	E4	broad	late_constraint
FBgn0261808	5	5	E6	E6	uniform_high
FBgn0261811	3	2	E4	E4	inverse_hourglass
FBgn0261822	5	5	E6	broad	uniform_high
FBgn0261830	4	5	E2	E2	late_constraint
FBgn0261859	2	4	E5	E5	early_constraint
FBgn0261862	3	3	E5	E5	inverse_hourglass
FBgn0261872	6	2	E1	E1	uniform_low
FBgn0261873	5	5	E4	broad	uniform_high
FBgn0261930	5	5	E4	E4	uniform_high
FBgn0261933	3	5	E1	E1	inverse_hourglass
FBgn0261934	5	2	E3	broad	uniform_high
FBgn0261955	5	1	E6	E6	uniform_high
FBgn0261975	4	5	E3	E3	late_constraint
FBgn0261976	1	1	E2	E2	hourglass
FBgn0261985	4	2	E3	broad	late_constraint
FBgn0261986	1	1	E1	E1	hourglass
FBgn0261988	4	2	E5	broad	late_constraint
FBgn0261990	2	4	E7	E7	early_constraint
FBgn0261995	6	3	E7	E7	uniform_low
FBgn0262001	3	4	E6	E6	inverse_hourglass
FBgn0262029	6	5	E2	E2	uniform_low
FBgn0262035	2	3	E8	E8	early_constraint
FBgn0262057	3	3	E8	E8	inverse_hourglass
FBgn0262103	6	3	E8	broad	uniform_low
FBgn0262108	6	1	E2	E2	uniform_low
FBgn0262109	5	2	E8	broad	uniform_high
FBgn0262115	2	2	E1	broad	early_constraint
FBgn0262124	5	1	E6	broad	uniform_high
FBgn0262146	2	1	E8	E8	early_constraint
FBgn0262160	3	2	E6	E6	inverse_hourglass
FBgn0262167	5	4	E2	E2	uniform_high
FBgn0262467	4	5	E2	broad	late_constraint
FBgn0262473	4	5	E1	E1	late_constraint
FBgn0262509	3	2	E6	E6	inverse_hourglass
FBgn0262519	3	2	E2	E2	inverse_hourglass
FBgn0262524	6	3	E2	E2	uniform_low
FBgn0262527	3	5	E3	broad	inverse_hourglass
FBgn0262531	1	1	E8	E8	hourglass
FBgn0262579	3	4	E6	E6	inverse_hourglass
FBgn0262614	1	5	E2	broad	hourglass
FBgn0262647	4	5	E2	E2	late_constraint
FBgn0262656	5	5	E6	broad	uniform_high
FBgn0262699	3	5	E3	E3	inverse_hourglass
FBgn0262714	2	3	E3	broad	early_constraint
FBgn0262716	4	5	E1	broad	late_constraint
FBgn0262717	2	4	E5	E5	early_constraint
FBgn0262731	6	1	E1	E1	uniform_low
FBgn0262733	3	5	E4	broad	inverse_hourglass
FBgn0262737	5	5	E3	broad	uniform_high
FBgn0262739	3	2	E4	broad	inverse_hourglass
FBgn0262743	5	3	E2	broad	uniform_high
FBgn0262794	3	2	E4	E4	inverse_hourglass
FBgn0262801	5	5	E2	broad	uniform_high
FBgn0262867	4	5	E2	E2	late_constraint
FBgn0262870	6	2	E5	E5	uniform_low
FBgn0262871	3	2	E5	E5	inverse_hourglass
FBgn0262872	3	3	E1	broad	inverse_hourglass
FBgn0262945	1	5	E2	E2	hourglass
FBgn0262954	4	2	E1	E1	late_constraint
FBgn0262962	1	3	E1	E1	hourglass
FBgn0262976	1	3	E2	broad	hourglass
FBgn0263005	5	5	E6	E6	uniform_high
FBgn0263019	5	3	E3	E3	uniform_high
FBgn0263037	4	5	E3	E3	late_constraint
FBgn0263039	3	2	E7	broad	inverse_hourglass
FBgn0263077	3	4	E6	E6	inverse_hourglass
FBgn0263102	5	1	E1	E1	uniform_high
FBgn0263106	1	1	E3	broad	hourglass
FBgn0263108	6	1	E6	broad	uniform_low
FBgn0263110	5	3	E5	broad	uniform_high
FBgn0263112	5	5	E7	E7	uniform_high
FBgn0263120	4	5	E5	E5	late_constraint
FBgn0263132	2	4	E5	E5	early_constraint
FBgn0263133	6	1	E5	broad	uniform_low
FBgn0263198	4	2	E1	E1	late_constraint
FBgn0263199	1	1	E6	E6	hourglass
FBgn0263200	4	2	E6	E6	late_constraint
FBgn0263231	3	2	E3	broad	inverse_hourglass
FBgn0263235	2	4	E7	E7	early_constraint
FBgn0263236	3	2	E6	broad	inverse_hourglass
FBgn0263237	1	1	E1	E1	hourglass
FBgn0263240	1	5	E2	E2	hourglass
FBgn0263256	5	1	E6	E6	uniform_high
FBgn0263258	3	2	E6	E6	inverse_hourglass
FBgn0263260	5	5	E3	broad	uniform_high
FBgn0263278	5	1	E2	broad	uniform_high
FBgn0263289	3	2	E6	E6	inverse_hourglass
FBgn0263316	5	1	E5	E5	uniform_high
FBgn0263351	6	2	E8	broad	uniform_low
FBgn0263352	5	2	E3	broad	uniform_high
FBgn0263395	5	3	E3	broad	uniform_high
FBgn0263397	5	3	E6	E6	uniform_high
FBgn0263398	1	1	E3	broad	hourglass
FBgn0263490	6	3	E4	broad	uniform_low
FBgn0263507	3	3	E1	E1	inverse_hourglass
FBgn0263510	1	1	E2	broad	hourglass
FBgn0263593	5	2	E8	E8	uniform_high
FBgn0263599	4	2	E2	E2	late_constraint
FBgn0263601	3	5	E2	broad	inverse_hourglass
FBgn0263603	5	2	E4	E4	uniform_high
FBgn0263605	5	1	E2	E2	uniform_high
FBgn0263606	6	3	E1	E1	uniform_low
FBgn0263659	3	2	E5	E5	inverse_hourglass
FBgn0263705	3	5	E4	E4	inverse_hourglass
FBgn0263740	1	3	E3	broad	hourglass
FBgn0263755	1	1	E2	E2	hourglass
FBgn0263763	2	4	E8	E8	early_constraint
FBgn0263776	2	2	E6	E6	early_constraint
FBgn0263832	5	1	E1	broad	uniform_high
FBgn0263855	4	5	E2	E2	late_constraint
FBgn0263863	4	4	E1	broad	late_constraint
FBgn0263873	3	2	E4	E4	inverse_hourglass
FBgn0263930	3	2	E3	E3	inverse_hourglass
FBgn0263933	5	3	E1	E1	uniform_high
FBgn0263979	6	1	E1	E1	uniform_low
FBgn0263980	2	4	E6	E6	early_constraint
FBgn0263987	5	2	E1	broad	uniform_high
FBgn0263993	5	5	E4	broad	uniform_high
FBgn0263995	3	2	E4	E4	inverse_hourglass
FBgn0264075	3	3	E3	broad	inverse_hourglass
FBgn0264078	5	1	E8	E8	uniform_high
FBgn0264089	3	5	E4	E4	inverse_hourglass
FBgn0264270	5	5	E2	broad	uniform_high
FBgn0264325	1	3	E8	broad	hourglass
FBgn0264343	3	2	E5	E5	inverse_hourglass
FBgn0264357	3	2	E8	broad	inverse_hourglass
FBgn0264360	4	5	E2	broad	late_constraint
FBgn0264389	5	5	E2	E2	uniform_high
FBgn0264442	5	2	E3	E3	uniform_high
FBgn0264449	3	2	E4	E4	inverse_hourglass
FBgn0264488	2	4	E7	E7	early_constraint
FBgn0264489	2	4	E6	E6	early_constraint
FBgn0264493	5	5	E5	broad	uniform_high
FBgn0264494	3	4	E4	E4	inverse_hourglass
FBgn0264495	3	2	E4	broad	inverse_hourglass
FBgn0264554	1	1	E6	E6	hourglass
FBgn0264561	6	2	E3	broad	uniform_low
FBgn0264574	3	3	E4	E4	inverse_hourglass
FBgn0264607	6	2	E1	broad	uniform_low
FBgn0264691	1	1	E1	broad	hourglass
FBgn0264693	3	5	E4	broad	inverse_hourglass
FBgn0264694	6	1	E2	broad	uniform_low
FBgn0264712	5	1	E1	E1	uniform_high
FBgn0264751	6	3	E1	E1	uniform_low
FBgn0264785	5	3	E6	E6	uniform_high
FBgn0264816	6	1	E1	E1	uniform_low
FBgn0264821	6	2	E8	E8	uniform_low
FBgn0264822	6	4	E1	E1	uniform_low
FBgn0264848	4	2	E2	E2	late_constraint
FBgn0264855	4	1	E4	E4	late_constraint
FBgn0264894	3	2	E6	E6	inverse_hourglass
FBgn0264895	5	4	E5	broad	uniform_high
FBgn0264908	2	2	E8	E8	early_constraint
FBgn0264953	3	5	E2	broad	inverse_hourglass
FBgn0264959	6	5	E2	broad	uniform_low
FBgn0264962	2	3	E1	broad	early_constraint
FBgn0264987	5	4	E8	E8	uniform_high
FBgn0265003	2	1	E6	broad	early_constraint
FBgn0265045	3	3	E5	E5	inverse_hourglass
FBgn0265048	5	4	E4	broad	uniform_high
FBgn0265082	4	1	E6	broad	late_constraint
FBgn0265137	1	2	E7	E7	hourglass
FBgn0265140	5	1	E8	E8	uniform_high
FBgn0265174	1	4	E1	E1	hourglass
FBgn0265186	2	2	E6	E6	early_constraint
FBgn0265192	6	4	E1	E1	uniform_low
FBgn0265193	5	2	E2	E2	uniform_high
FBgn0265194	3	5	E6	E6	inverse_hourglass
FBgn0265262	2	2	E5	E5	early_constraint
FBgn0265276	3	5	E3	E3	inverse_hourglass
FBgn0265351	3	2	E1	E1	inverse_hourglass
FBgn0265464	3	5	E3	E3	inverse_hourglass
FBgn0265487	3	2	E5	E5	inverse_hourglass
FBgn0265512	2	4	E5	E5	early_constraint
FBgn0265523	3	2	E4	broad	inverse_hourglass
FBgn0265595	2	4	E8	E8	early_constraint
FBgn0265598	5	3	E8	E8	uniform_high
FBgn0265605	5	3	E8	E8	uniform_high
FBgn0265630	3	5	E2	E2	inverse_hourglass
FBgn0265767	3	5	E5	E5	inverse_hourglass
FBgn0265778	4	2	E2	broad	late_constraint
FBgn0265974	3	2	E1	broad	inverse_hourglass
FBgn0265988	5	1	E6	broad	uniform_high
FBgn0266000	5	5	E4	E4	uniform_high
FBgn0266019	5	5	E6	broad	uniform_high
FBgn0266053	4	1	E1	E1	late_constraint
FBgn0266064	5	1	E6	broad	uniform_high
FBgn0266083	3	2	E1	E1	inverse_hourglass
FBgn0266095	2	4	E8	E8	early_constraint
FBgn0266124	3	5	E1	E1	inverse_hourglass
FBgn0266186	1	1	E1	E1	hourglass
FBgn0266268	6	2	E5	E5	uniform_low
FBgn0266347	6	2	E1	E1	uniform_low
FBgn0266369	3	3	E4	E4	inverse_hourglass
FBgn0266376	3	5	E8	E8	inverse_hourglass
FBgn0266409	1	1	E4	broad	hourglass
FBgn0266411	3	2	E6	broad	inverse_hourglass
FBgn0266420	4	5	E2	E2	late_constraint
FBgn0266449	3	2	E7	broad	inverse_hourglass
FBgn0266452	1	4	E1	broad	hourglass
FBgn0266465	3	5	E6	broad	inverse_hourglass
FBgn0266518	4	5	E1	broad	late_constraint
FBgn0266557	5	2	E2	broad	uniform_high
FBgn0266570	1	1	E2	broad	hourglass
FBgn0266572	6	2	E1	E1	uniform_low
FBgn0266579	2	4	E5	E5	early_constraint
FBgn0266580	4	2	E2	E2	late_constraint
FBgn0266581	2	4	E1	E1	early_constraint
FBgn0266591	6	3	E5	E5	uniform_low
FBgn0266666	4	2	E2	E2	late_constraint
FBgn0266667	1	1	E2	E2	hourglass
FBgn0266669	1	3	E3	broad	hourglass
FBgn0266671	4	1	E2	E2	late_constraint
FBgn0266672	1	1	E3	broad	hourglass
FBgn0266673	4	1	E3	broad	late_constraint
FBgn0266674	4	2	E2	E2	late_constraint
FBgn0266717	3	2	E3	broad	inverse_hourglass
FBgn0266719	5	5	E6	broad	uniform_high
FBgn0266720	6	1	E8	broad	uniform_low
FBgn0266722	6	5	E2	E2	uniform_low
FBgn0266758	2	3	E6	E6	early_constraint
FBgn0266801	3	2	E5	E5	inverse_hourglass
FBgn0266808	1	3	E2	E2	hourglass
FBgn0266848	3	5	E1	E1	inverse_hourglass
FBgn0266918	4	5	E3	E3	late_constraint
FBgn0267001	5	2	E4	E4	uniform_high
FBgn0267028	6	4	E2	E2	uniform_low
FBgn0267126	6	3	E1	E1	uniform_low
FBgn0267252	2	4	E7	E7	early_constraint
FBgn0267347	6	1	E1	E1	uniform_low
FBgn0267350	3	3	E6	broad	inverse_hourglass
FBgn0267365	6	3	E1	E1	uniform_low
FBgn0267376	1	1	E1	broad	hourglass
FBgn0267378	6	5	E1	broad	uniform_low
FBgn0267384	4	3	E1	broad	late_constraint
FBgn0267385	3	4	E6	E6	inverse_hourglass
FBgn0267390	6	2	E6	E6	uniform_low
FBgn0267487	5	3	E1	E1	uniform_high
FBgn0267488	4	5	E3	E3	late_constraint
FBgn0267516	5	5	E8	E8	uniform_high
FBgn0267579	3	2	E3	E3	inverse_hourglass
FBgn0267665	4	2	E3	E3	late_constraint
FBgn0267668	5	1	E3	E3	uniform_high
FBgn0267698	6	4	E1	broad	uniform_low
FBgn0267727	1	5	E1	E1	hourglass
FBgn0267728	4	1	E3	E3	late_constraint
FBgn0267733	3	5	E3	E3	inverse_hourglass
FBgn0267790	3	2	E2	broad	inverse_hourglass
FBgn0267795	6	5	E8	E8	uniform_low
FBgn0267821	3	5	E3	broad	inverse_hourglass
FBgn0267823	5	5	E1	E1	uniform_high
FBgn0267824	2	4	E4	broad	early_constraint
FBgn0267828	4	2	E6	E6	late_constraint
FBgn0267849	1	1	E1	broad	hourglass
FBgn0267861	5	1	E1	broad	uniform_high
FBgn0267912	3	3	E8	E8	inverse_hourglass
FBgn0267972	4	5	E2	broad	late_constraint
FBgn0267975	6	3	E6	broad	uniform_low
FBgn0275436	6	4	E3	broad	uniform_low
FBgn0278604	4	5	E2	E2	late_constraint
FBgn0278608	4	2	E2	broad	late_constraint
FBgn0283437	4	2	E4	E4	late_constraint
FBgn0283438	2	3	E3	broad	early_constraint
FBgn0283450	4	5	E1	E1	late_constraint
FBgn0283451	3	3	E4	E4	inverse_hourglass
FBgn0283461	2	4	E8	E8	early_constraint
FBgn0283468	5	3	E3	broad	uniform_high
FBgn0283469	6	3	E6	broad	uniform_low
FBgn0283472	5	2	E6	E6	uniform_high
FBgn0283473	5	1	E1	E1	uniform_high
FBgn0283478	6	1	E3	broad	uniform_low
FBgn0283479	4	2	E4	E4	late_constraint
FBgn0283494	5	2	E8	broad	uniform_high
FBgn0283499	5	2	E8	E8	uniform_high
FBgn0283500	3	2	E4	broad	inverse_hourglass
FBgn0283508	4	5	E3	E3	late_constraint
FBgn0283509	1	1	E8	broad	hourglass
FBgn0283510	2	4	E2	broad	early_constraint
FBgn0283649	1	4	E1	E1	hourglass
FBgn0283652	4	1	E2	E2	late_constraint
FBgn0283657	3	5	E8	broad	inverse_hourglass
FBgn0283658	6	3	E6	broad	uniform_low
FBgn0283659	3	5	E2	E2	inverse_hourglass
FBgn0283666	1	3	E2	broad	hourglass
FBgn0283681	3	3	E2	E2	inverse_hourglass
FBgn0283682	5	3	E1	E1	uniform_high
FBgn0283712	5	5	E3	E3	uniform_high
FBgn0283724	1	1	E1	E1	hourglass
FBgn0284220	4	1	E2	E2	late_constraint
FBgn0284246	1	1	E1	E1	hourglass
FBgn0284252	5	5	E6	broad	uniform_high
FBgn0284253	5	3	E4	E4	uniform_high
FBgn0284256	5	5	E4	E4	uniform_high
FBgn0284257	2	1	E7	E7	early_constraint
FBgn0284421	6	5	E2	broad	uniform_low
FBgn0285879	5	2	E4	E4	uniform_high
FBgn0285892	4	5	E2	E2	late_constraint
FBgn0285913	4	5	E6	broad	late_constraint
FBgn0285917	3	2	E3	broad	inverse_hourglass
FBgn0285925	6	5	E2	broad	uniform_low
FBgn0285937	6	3	E2	broad	uniform_low
FBgn0285944	2	4	E8	E8	early_constraint
FBgn0285951	4	2	E2	broad	late_constraint
FBgn0285954	3	5	E2	E2	inverse_hourglass
FBgn0285962	6	1	E1	E1	uniform_low
FBgn0285963	3	2	E6	E6	inverse_hourglass
FBgn0285971	5	5	E2	E2	uniform_high
FBgn0285991	4	1	E4	E4	late_constraint
